forecast_date,target,location,target_end_date,type,quantile,value
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.75,176543
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.8,176795
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.85,177122.09999999998
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.9,181553.40000000002
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.95,182049
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.975,182287.35
2020-08-13,2 wk ahead cum death,US,2020-08-22,quantile,0.99,182491
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.01,174596
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.025,174776
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.05,174986
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.1,175478
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.15,179712
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.2,180439.40000000002
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.25,181666.5
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.3,182041
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.35,182286.1
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.4,182482
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.45,182679
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.5,182883
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.55,183103
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.6,183328
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.65,183582
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.7,183863.2
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.75,184231
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.8,184714
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.85,185298.09999999998
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.9,193432
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.95,194251
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.975,194637.34999999998
2020-08-13,3 wk ahead cum death,US,2020-08-29,quantile,0.99,194981.74000000002
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.01,179424.52000000002
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.025,179671
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.05,179960
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.1,180612.6
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.15,185509.9
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.2,186541.6
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.25,188051.5
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.3,188933
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.35,189466
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.4,189832
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.45,190122
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.5,190393
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.55,190662
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.6,190962
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.65,191317
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.7,191733.19999999998
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.75,192291
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.8,193010.80000000002
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.85,193884
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.9,207260.8
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.95,208589.7
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.975,209195.7
2020-08-13,4 wk ahead cum death,US,2020-09-05,quantile,0.99,209740.74
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.01,184504.26
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.025,184843.65
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.05,185209
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.1,186063.6
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.15,191166
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.2,192516
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.25,194081
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.3,195381
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.35,196432.2
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.4,197382.40000000002
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.45,197978
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.5,198418
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.55,198799
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.6,199206
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.65,199660
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.7,200209.19999999998
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.75,200937.5
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.8,201872.4
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.85,203028.3
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.9,223556.8
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.95,225649
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.975,226612.7
2020-08-13,5 wk ahead cum death,US,2020-09-12,quantile,0.99,227423.96
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.01,190066.56
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.025,190518.65
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.05,190982.30000000002
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.1,192112.6
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.15,196769.9
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.2,198360
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.25,200051
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.3,201711.8
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.35,203424
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.4,205123.8
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.45,206272.7
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.5,206922
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.55,207448
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.6,208012.6
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.65,208635.9
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.7,209445
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.75,210349.5
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.8,211477
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.85,212958.1
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.9,242905.8
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.95,246187.4
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.975,247592
2020-08-13,6 wk ahead cum death,US,2020-09-19,quantile,0.99,248898.74
2020-08-13,1 wk ahead inc death,US,2020-08-15,point,NA,7147.963628963629
2020-08-13,2 wk ahead inc death,US,2020-08-22,point,NA,7320.644984644985
2020-08-13,3 wk ahead inc death,US,2020-08-29,point,NA,7491.812298812299
2020-08-13,4 wk ahead inc death,US,2020-09-05,point,NA,7859.828578828578
2020-08-13,5 wk ahead inc death,US,2020-09-12,point,NA,8399.380101380102
2020-08-13,6 wk ahead inc death,US,2020-09-19,point,NA,9127.383098383098
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.01,5062.26
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.025,5120
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.05,5182
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.1,5327
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.15,6492
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.2,6641
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.25,6762
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.3,6870
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.35,6976
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.4,7066
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.45,7136
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.5,7191
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.55,7243
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.6,7293
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.65,7344
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.7,7398.199999999997
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.75,7457
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.8,7539
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.85,7650
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.9,9007.400000000001
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.95,9206
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.975,9298
2020-08-13,1 wk ahead inc death,US,2020-08-15,quantile,0.99,9378
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.01,4846
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.025,4909
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.05,4979
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.1,5140.6
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.15,6264
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.2,6489
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.25,6817.5
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.3,6978
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.35,7073
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.4,7145
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.45,7202
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.5,7253
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.55,7303
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.6,7353
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.65,7406
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.7,7475
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.75,7572
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.8,7722
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.85,7922
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.9,10289
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.95,10553
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.975,10665.349999999999
2020-08-13,2 wk ahead inc death,US,2020-08-22,quantile,0.99,10773
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.01,4742
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.025,4812
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.05,4892
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.1,5069
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.15,5990
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.2,6247
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.25,6512
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.3,6739
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.35,6929
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.4,7086
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.45,7210
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.5,7301
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.55,7379
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.6,7453
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.65,7531
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.7,7629
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.75,7763
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.8,7946
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.85,8201
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.9,11829
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.95,12212
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.975,12381
2020-08-13,3 wk ahead inc death,US,2020-08-29,quantile,0.99,12540
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.01,4797.26
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.025,4878
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.05,4965
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.1,5167
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.15,5766.799999999999
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.2,6007
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.25,6266
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.3,6526
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.35,6825
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.4,7130.4000000000015
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.45,7424
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.5,7611
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.55,7752
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.6,7866
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.65,7967
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.7,8068
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.75,8184
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.8,8339
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.85,8594
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.9,13778
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.95,14329
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.975,14586
2020-08-13,4 wk ahead inc death,US,2020-09-05,quantile,0.99,14819
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.01,5043
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.025,5134.65
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.05,5231
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.1,5386
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.15,5607.9
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.2,5852
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.25,6098.5
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.3,6419
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.35,6845
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.4,7324.4000000000015
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.45,7792.700000000001
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.5,8042
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.55,8202
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.6,8329
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.65,8452
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.7,8570
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.75,8706
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.8,8894
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.85,9208
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.9,16214
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.95,17061
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.975,17432.35
2020-08-13,5 wk ahead inc death,US,2020-09-12,quantile,0.99,17779.479999999996
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.01,5156
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.025,5323
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.05,5485
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.1,5665
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.15,5797
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.2,5928
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.25,6093
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.3,6391
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.35,7009
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.4,7700
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.45,8256
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.5,8494
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.55,8661
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.6,8803
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.65,8960
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.7,9173
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.75,9412
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.8,9672
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.85,10060
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.9,19286
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.95,20501.699999999997
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.975,21032.699999999997
2020-08-13,6 wk ahead inc death,US,2020-09-19,quantile,0.99,21568.219999999994
2020-08-13,1 wk ahead cum death,02,2020-08-15,point,NA,35.75141525141525
2020-08-13,2 wk ahead cum death,02,2020-08-22,point,NA,48.54129204129204
2020-08-13,3 wk ahead cum death,02,2020-08-29,point,NA,68.1175074925075
2020-08-13,4 wk ahead cum death,02,2020-09-05,point,NA,98.26598401598402
2020-08-13,5 wk ahead cum death,02,2020-09-12,point,NA,143.93277555777556
2020-08-13,6 wk ahead cum death,02,2020-09-19,point,NA,210.43227605727606
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.01,23
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.025,24
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.05,25
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.1,26
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.15,27
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.2,28
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.25,29
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.3,30
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.35,31
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.4,32
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.45,33
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.5,34
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.55,35
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.6,37
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.65,38
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.7,39
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.75,41
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.8,42
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.85,44
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.9,47
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.95,52
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.975,57
2020-08-13,1 wk ahead cum death,02,2020-08-15,quantile,0.99,64
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.01,24
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.025,26
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.05,27
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.1,29
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.15,31
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.2,32
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.25,34
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.3,36
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.35,38
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.4,40
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.45,43
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.5,45
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.55,47
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.6,49
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.65,51
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.7,54
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.75,57
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.8,60
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.85,65
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.9,73
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.95,86.84999999999854
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.975,101
2020-08-13,2 wk ahead cum death,02,2020-08-22,quantile,0.99,117
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.01,26
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.025,27.575000000000045
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.05,29
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.1,32
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.15,35
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.2,37
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.25,40
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.3,43
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.35,47
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.4,51
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.45,55
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.5,59
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.55,63
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.6,66
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.65,70
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.7,74
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.75,79
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.8,86
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.85,96
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.9,115
2020-08-13,3 wk ahead cum death,02,2020-08-29,quantile,0.95,153
